,code_insee,nom_standard,nom_sans_pronom,nom_a,nom_de,nom_sans_accent,nom_standard_majuscule,typecom,typecom_texte,reg_code,reg_nom,dep_code,dep_nom,canton_code,canton_nom,epci_code,epci_nom,academie_code,academie_nom,code_postal,codes_postaux,zone_emploi,code_insee_centre_zone_emploi,code_unite_urbaine,nom_unite_urbaine,taille_unite_urbaine,type_commune_unite_urbaine,statut_commune_unite_urbaine,population,superficie_hectare,superficie_km2,densite,altitude_moyenne,altitude_minimale,altitude_maximale,latitude_mairie,longitude_mairie,latitude_centre,longitude_centre,grille_densite,grille_densite_texte,niveau_equipements_services,niveau_equipements_services_texte,gentile,url_wikipedia,url_villedereve
1906,06040,Châteauneuf-d'Entraunes,Châteauneuf-d'Entraunes,à Châteauneuf-d'Entraunes,de Châteauneuf-d'Entraunes,chateauneuf-d-entraunes,CHÂTEAUNEUF-D'ENTRAUNES,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,200039931,CC Alpes d'Azur,23,Nice,06470,06470,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,63,2944,29,2.0,1742,880.0,2813.0,44.128,6.832,44.164,6.835,7,Rural à habitat très dispersé,0.0,communes non pôle,,https://fr.wikipedia.org/wiki/fr:Châteauneuf-d'Entraunes,https://villedereve.fr/ville/06040-chateauneuf-d-entraunes
1907,06041,Cipières,Cipières,à Cipières,de Cipières,cipieres,CIPIÈRES,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0625,Valbonne,240600585,CA de Sophia Antipolis,23,Nice,06620,06620,09304,06029,06000,,0.0,HORS UNITE URBAINE,H,400,3834,38,10.0,1044,459.0,1381.0,43.783,6.956,43.77,6.928,6,Rural à habitat dispersé,0.0,communes non pôle,Cipiérois,https://fr.wikipedia.org/wiki/fr:Cipières,https://villedereve.fr/ville/06041-cipieres
1908,06042,Clans,Clans,à Clans,de Clans,clans,CLANS,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0624,Tourrette-Levens,200030195,Métropole Nice Côte d'Azur,23,Nice,06420,06420,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,673,3773,38,18.0,1120,264.0,2082.0,43.995,7.147,44.005,7.179,6,Rural à habitat dispersé,1.0,centres locaux d'équipements et de services,Clansois,https://fr.wikipedia.org/wiki/fr:Clans (Alpes-Maritimes),https://villedereve.fr/ville/06042-clans
1909,06043,Coaraze,Coaraze,à Coaraze,de Coaraze,coaraze,COARAZE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0610,Contes,240600593,CC du Pays des Paillons,23,Nice,06390,06390,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,817,1701,17,48.0,689,313.0,1414.0,43.864,7.294,43.866,7.299,6,Rural à habitat dispersé,0.0,communes non pôle,Coaraziens,https://fr.wikipedia.org/wiki/fr:Coaraze,https://villedereve.fr/ville/06043-coaraze
1910,06044,La Colle-sur-Loup,Colle-sur-Loup,à Colle-sur-Loup,de la Colle-sur-Loup,la-colle-sur-loup,LA COLLE-SUR-LOUP,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0627,Villeneuve-Loubet,240600585,CA de Sophia Antipolis,23,Nice,06480,06480,09315,06088,06701,Nice,7.0,UNITE URBAINE,B,8084,982,10,823.0,138,10.0,351.0,43.687,7.104,43.687,7.098,2,Centres urbains intermédiaires,2.0,centres intermédiaires d'équipements et de services,Collois,https://fr.wikipedia.org/wiki/fr:La Colle-sur-Loup,https://villedereve.fr/ville/06044-la-colle-sur-loup
1911,06045,Collongues,Collongues,à Collongues,de Collongues,collongues,COLLONGUES,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0611,Grasse-1,200039857,CA du Pays de Grasse,23,Nice,06910,06910,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,76,1081,11,7.0,749,574.0,1200.0,43.889,6.863,43.894,6.864,7,Rural à habitat très dispersé,0.0,communes non pôle,Collonguois,https://fr.wikipedia.org/wiki/fr:Collongues (Alpes-Maritimes),https://villedereve.fr/ville/06045-collongues
1912,06046,Colomars,Colomars,à Colomars,de Colomars,colomars,COLOMARS,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0624,Tourrette-Levens,200030195,Métropole Nice Côte d'Azur,23,Nice,06670,06670,09315,06088,06701,Nice,7.0,UNITE URBAINE,B,3487,627,6,556.0,242,57.0,402.0,43.764,7.222,43.759,7.223,4,Ceintures urbaines,1.0,centres locaux d'équipements et de services,Colomarsois,https://fr.wikipedia.org/wiki/fr:Colomars,https://villedereve.fr/ville/06046-colomars
1913,06047,Conségudes,Conségudes,à Conségudes,de Conségudes,consegudes,CONSÉGUDES,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,240600585,CA de Sophia Antipolis,23,Nice,06510,06510,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,94,1261,13,7.0,753,256.0,1464.0,43.844,7.047,43.841,7.045,6,Rural à habitat dispersé,0.0,communes non pôle,Conségudois,https://fr.wikipedia.org/wiki/fr:Conségudes,https://villedereve.fr/ville/06047-consegudes
1914,06048,Contes,Contes,à Contes,de Contes,contes,CONTES,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0610,Contes,240600593,CC du Pays des Paillons,23,Nice,06390,"06391, 06392, 06390",09315,06088,06701,Nice,7.0,UNITE URBAINE,B,7544,1950,20,387.0,311,123.0,642.0,43.812,7.314,43.809,7.324,3,Petites villes,2.0,centres intermédiaires d'équipements et de services,Contois,https://fr.wikipedia.org/wiki/fr:Contes (Alpes-Maritimes),https://villedereve.fr/ville/06048-contes
1915,06049,Courmes,Courmes,à Courmes,de Courmes,courmes,COURMES,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0625,Valbonne,240600585,CA de Sophia Antipolis,23,Nice,06620,06620,09304,06029,06000,,0.0,HORS UNITE URBAINE,H,109,1593,16,7.0,870,260.0,1263.0,43.743,7.008,43.753,7.017,6,Rural à habitat dispersé,0.0,communes non pôle,Courmians,https://fr.wikipedia.org/wiki/fr:Courmes,https://villedereve.fr/ville/06049-courmes
1916,06050,Coursegoules,Coursegoules,à Coursegoules,de Coursegoules,coursegoules,COURSEGOULES,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,240600585,CA de Sophia Antipolis,23,Nice,06140,06140,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,526,4128,41,13.0,1118,640.0,1700.0,43.795,7.04,43.792,7.036,6,Rural à habitat dispersé,1.0,centres locaux d'équipements et de services,Coursegoulois,https://fr.wikipedia.org/wiki/fr:Coursegoules,https://villedereve.fr/ville/06050-coursegoules
1917,06051,La Croix-sur-Roudoule,Croix-sur-Roudoule,à Croix-sur-Roudoule,de la Croix-sur-Roudoule,la-croix-sur-roudoule,LA CROIX-SUR-ROUDOULE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,200039931,CC Alpes d'Azur,23,Nice,06260,06260,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,99,2990,30,3.0,1062,495.0,1743.0,43.987,6.874,44.0,6.87,7,Rural à habitat très dispersé,0.0,communes non pôle,Crousencs,https://fr.wikipedia.org/wiki/fr:La Croix-sur-Roudoule,https://villedereve.fr/ville/06051-la-croix-sur-roudoule
1918,06052,Cuébris,Cuébris,à Cuébris,de Cuébris,cuebris,CUÉBRIS,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,200039931,CC Alpes d'Azur,23,Nice,06910,06910,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,148,2294,23,6.0,711,320.0,1108.0,43.887,7.02,43.889,7.004,6,Rural à habitat dispersé,0.0,communes non pôle,Cuébrois,https://fr.wikipedia.org/wiki/fr:Cuébris,https://villedereve.fr/ville/06052-cuebris
1919,06053,Daluis,Daluis,à Daluis,de Daluis,daluis,DALUIS,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,200039931,CC Alpes d'Azur,23,Nice,06470,06470,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,143,3950,40,4.0,1275,590.0,2502.0,44.027,6.812,44.039,6.8,6,Rural à habitat dispersé,0.0,communes non pôle,Daluisiens,https://fr.wikipedia.org/wiki/fr:Daluis,https://villedereve.fr/ville/06053-daluis
1920,06054,Drap,Drap,à Drap,de Drap,drap,DRAP,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0610,Contes,200030195,Métropole Nice Côte d'Azur,23,Nice,06340,"06348, 06340",09315,06088,06701,Nice,7.0,UNITE URBAINE,B,5238,549,5,954.0,235,75.0,540.0,43.756,7.32,43.758,7.337,4,Ceintures urbaines,1.0,centres locaux d'équipements et de services,Drapois(e)(s),https://fr.wikipedia.org/wiki/fr:Drap (Alpes-Maritimes),https://villedereve.fr/ville/06054-drap
1921,06055,Duranus,Duranus,à Duranus,de Duranus,duranus,DURANUS,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0624,Tourrette-Levens,200030195,Métropole Nice Côte d'Azur,23,Nice,06670,06670,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,157,1605,16,10.0,866,194.0,1500.0,43.894,7.258,43.894,7.28,6,Rural à habitat dispersé,0.0,communes non pôle,Duranussiens,https://fr.wikipedia.org/wiki/fr:Duranus,https://villedereve.fr/ville/06055-duranus
1922,06056,Entraunes,Entraunes,à Entraunes,d'Entraunes,entraunes,ENTRAUNES,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,200039931,CC Alpes d'Azur,23,Nice,06470,06470,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,137,7999,80,2.0,2050,1100.0,0.0,44.188,6.748,44.215,6.763,6,Rural à habitat dispersé,0.0,communes non pôle,Entraunois,https://fr.wikipedia.org/wiki/fr:Entraunes,https://villedereve.fr/ville/06056-entraunes
1923,06057,L'Escarène,Escarène,à Escarène,de l'Escarène,l-escarene,L'ESCARÈNE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0610,Contes,240600593,CC du Pays des Paillons,23,Nice,06440,06440,09315,06088,06102,L'Escarène,1.0,UNITE URBAINE,I,2563,1053,11,243.0,534,220.0,1054.0,43.834,7.356,43.834,7.366,5,Bourgs ruraux,2.0,centres intermédiaires d'équipements et de services,Escarénois,https://fr.wikipedia.org/wiki/fr:L'Escarène,https://villedereve.fr/ville/06057-l-escarene
1924,06058,Escragnolles,Escragnolles,à Escragnolles,d'Escragnolles,escragnolles,ESCRAGNOLLES,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0611,Grasse-1,200039857,CA du Pays de Grasse,23,Nice,06460,06460,09304,06029,06000,,0.0,HORS UNITE URBAINE,H,615,2635,26,23.0,1053,400.0,1644.0,43.73,6.783,43.729,6.783,6,Rural à habitat dispersé,1.0,centres locaux d'équipements et de services,Escragnollois,https://fr.wikipedia.org/wiki/fr:Escragnolles,https://villedereve.fr/ville/06058-escragnolles
1925,06059,Èze,Èze,à Èze,d'Èze,eze,ÈZE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0604,Beausoleil,200030195,Métropole Nice Côte d'Azur,23,Nice,06360,06360,09314,06083,06501,Menton-Monaco (partie française),5.0,UNITE URBAINE,B,2189,955,10,229.0,357,0.0,700.0,43.729,7.362,43.729,7.361,6,Rural à habitat dispersé,1.0,centres locaux d'équipements et de services,Ézasques,https://fr.wikipedia.org/wiki/fr:Èze,https://villedereve.fr/ville/06059-eze
1926,06060,Falicon,Falicon,à Falicon,de Falicon,falicon,FALICON,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0624,Tourrette-Levens,200030195,Métropole Nice Côte d'Azur,23,Nice,06950,06950,09315,06088,06701,Nice,7.0,UNITE URBAINE,B,2111,492,5,429.0,338,103.0,581.0,43.749,7.279,43.752,7.266,4,Ceintures urbaines,1.0,centres locaux d'équipements et de services,Faliconnais,https://fr.wikipedia.org/wiki/fr:Falicon,https://villedereve.fr/ville/06060-falicon
1927,06061,Les Ferres,Ferres,aux Ferres,des Ferres,les-ferres,LES FERRES,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,240600585,CA de Sophia Antipolis,23,Nice,06510,06510,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,92,1377,14,7.0,691,180.0,1278.0,43.847,7.093,43.842,7.093,6,Rural à habitat dispersé,0.0,communes non pôle,Ferrois,https://fr.wikipedia.org/wiki/fr:Les Ferres,https://villedereve.fr/ville/06061-les-ferres
1928,06062,Fontan,Fontan,à Fontan,de Fontan,fontan,FONTAN,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0610,Contes,240600551,CA de la Riviera Française,23,Nice,06540,06540,09314,06083,06000,,0.0,HORS UNITE URBAINE,H,310,4954,50,6.0,1309,405.0,2447.0,44.003,7.554,44.022,7.544,6,Rural à habitat dispersé,0.0,communes non pôle,Fontannais,https://fr.wikipedia.org/wiki/fr:Fontan,https://villedereve.fr/ville/06062-fontan
1929,06063,Gars,Gars,à Gars,de Gars,gars,GARS,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0611,Grasse-1,200039857,CA du Pays de Grasse,23,Nice,06850,06850,09304,06029,06000,,0.0,HORS UNITE URBAINE,H,76,1547,15,5.0,955,640.0,1649.0,43.866,6.803,43.86,6.817,7,Rural à habitat très dispersé,0.0,communes non pôle,Garcinois,https://fr.wikipedia.org/wiki/fr:Gars,https://villedereve.fr/ville/06063-gars
1930,06064,Gattières,Gattières,à Gattières,de Gattières,gattieres,GATTIÈRES,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0617,Nice-3,200030195,Métropole Nice Côte d'Azur,23,Nice,06510,06510,09315,06088,06701,Nice,7.0,UNITE URBAINE,B,4287,1014,10,423.0,417,48.0,950.0,43.76,7.177,43.765,7.169,4,Ceintures urbaines,1.0,centres locaux d'équipements et de services,Gattiérois,https://fr.wikipedia.org/wiki/fr:Gattières,https://villedereve.fr/ville/06064-gattieres
1931,06065,La Gaude,Gaude,à Gaude,de la Gaude,la-gaude,LA GAUDE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0606,Cagnes-sur-Mer-2,200030195,Métropole Nice Côte d'Azur,23,Nice,06610,06610,09315,06088,06701,Nice,7.0,UNITE URBAINE,B,7133,1341,13,532.0,204,24.0,349.0,43.722,7.153,43.721,7.16,4,Ceintures urbaines,2.0,centres intermédiaires d'équipements et de services,Gaudois,https://fr.wikipedia.org/wiki/fr:La Gaude,https://villedereve.fr/ville/06065-la-gaude
1932,06066,Gilette,Gilette,à Gilette,de Gilette,gilette,GILETTE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,200030195,Métropole Nice Côte d'Azur,23,Nice,06830,06830,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,1608,1061,11,152.0,363,108.0,808.0,43.849,7.163,43.848,7.161,5,Bourgs ruraux,1.0,centres locaux d'équipements et de services,Gilettois,https://fr.wikipedia.org/wiki/fr:Gilette,https://villedereve.fr/ville/06066-gilette
1933,06067,Gorbio,Gorbio,à Gorbio,de Gorbio,gorbio,GORBIO,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0614,Menton,240600551,CA de la Riviera Française,23,Nice,06500,06500,09314,06083,06501,Menton-Monaco (partie française),5.0,UNITE URBAINE,B,1527,707,7,216.0,473,77.0,928.0,43.787,7.444,43.786,7.446,6,Rural à habitat dispersé,1.0,centres locaux d'équipements et de services,Gorbiasque,https://fr.wikipedia.org/wiki/fr:Gorbio,https://villedereve.fr/ville/06067-gorbio
1934,06068,Gourdon,Gourdon,à Gourdon,de Gourdon,gourdon,GOURDON,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0625,Valbonne,240600585,CA de Sophia Antipolis,23,Nice,06620,06620,09304,06029,06701,Nice,7.0,UNITE URBAINE,B,368,2260,23,16.0,880,157.0,1335.0,43.723,6.974,43.724,6.964,6,Rural à habitat dispersé,0.0,communes non pôle,Gourdonnais,https://fr.wikipedia.org/wiki/fr:Gourdon (Alpes-Maritimes),https://villedereve.fr/ville/06068-gourdon
1935,06069,Grasse,Grasse,à Grasse,de Grasse,grasse,GRASSE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0698,Grasse,200039857,CA du Pays de Grasse,23,Nice,06130,"06335, 06332, 06133, 06333, 06130, 06131, 06331, 06334, 06135, 06520",09304,06029,06701,Nice,7.0,UNITE URBAINE,B,48323,4428,44,1091.0,356,80.0,1061.0,43.658,6.925,43.656,6.932,2,Centres urbains intermédiaires,3.0,centres structurants d'équipements et de services,"Grassois, Grassoise",https://fr.wikipedia.org/wiki/fr:Grasse,https://villedereve.fr/ville/06069-grasse
1936,06070,Gréolières,Gréolières,à Gréolières,de Gréolières,greolieres,GRÉOLIÈRES,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0625,Valbonne,240600585,CA de Sophia Antipolis,23,Nice,06620,06620,09304,06029,06000,,0.0,HORS UNITE URBAINE,H,580,5252,53,11.0,1195,492.0,1778.0,43.795,6.943,43.807,6.932,6,Rural à habitat dispersé,1.0,centres locaux d'équipements et de services,Gréolois,https://fr.wikipedia.org/wiki/fr:Gréolières,https://villedereve.fr/ville/06070-greolieres
1937,06071,Guillaumes,Guillaumes,à Guillaumes,de Guillaumes,guillaumes,GUILLAUMES,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,200039931,CC Alpes d'Azur,23,Nice,06470,06470,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,584,8640,86,7.0,1376,679.0,2582.0,44.089,6.854,44.088,6.875,6,Rural à habitat dispersé,1.0,centres locaux d'équipements et de services,Guillaumois,https://fr.wikipedia.org/wiki/fr:Guillaumes,https://villedereve.fr/ville/06071-guillaumes
1938,06072,Ilonse,Ilonse,à Ilonse,d'Ilonse,ilonse,ILONSE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0624,Tourrette-Levens,200030195,Métropole Nice Côte d'Azur,23,Nice,06420,06420,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,142,4055,41,4.0,1149,351.0,1992.0,44.032,7.101,44.035,7.09,7,Rural à habitat très dispersé,0.0,communes non pôle,Ilonsois,https://fr.wikipedia.org/wiki/fr:Ilonse,https://villedereve.fr/ville/06072-ilonse
1939,06073,Isola,Isola,à Isola,d'Isola,isola,ISOLA,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0624,Tourrette-Levens,200030195,Métropole Nice Côte d'Azur,23,Nice,06420,06420,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,653,9959,100,7.0,1829,719.0,2930.0,44.186,7.053,44.187,7.075,6,Rural à habitat dispersé,1.0,centres locaux d'équipements et de services,Isolien,https://fr.wikipedia.org/wiki/fr:Isola (Alpes-Maritimes),https://villedereve.fr/ville/06073-isola
1940,06074,Lantosque,Lantosque,à Lantosque,de Lantosque,lantosque,LANTOSQUE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0624,Tourrette-Levens,200030195,Métropole Nice Côte d'Azur,23,Nice,06450,06450,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,1200,4464,45,27.0,945,335.0,2000.0,43.974,7.312,43.971,7.305,6,Rural à habitat dispersé,1.0,centres locaux d'équipements et de services,Lantosquois,https://fr.wikipedia.org/wiki/fr:Lantosque,https://villedereve.fr/ville/06074-lantosque
1941,06075,Levens,Levens,à Levens,de Levens,levens,LEVENS,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0624,Tourrette-Levens,200030195,Métropole Nice Côte d'Azur,23,Nice,06670,06670,09315,06088,06108,Levens,1.0,UNITE URBAINE,I,5165,2965,30,174.0,603,121.0,1414.0,43.859,7.226,43.85,7.24,5,Bourgs ruraux,2.0,centres intermédiaires d'équipements et de services,Levensans ou Levensois,https://fr.wikipedia.org/wiki/fr:Levens,https://villedereve.fr/ville/06075-levens
1942,06076,Lieuche,Lieuche,à Lieuche,de Lieuche,lieuche,LIEUCHE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,200039931,CC Alpes d'Azur,23,Nice,06260,06260,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,50,1314,13,4.0,1127,509.0,1783.0,43.995,7.016,44.002,7.032,7,Rural à habitat très dispersé,0.0,communes non pôle,Lieuchois,https://fr.wikipedia.org/wiki/fr:Lieuche,https://villedereve.fr/ville/06076-lieuche
1943,06077,Lucéram,Lucéram,à Lucéram,de Lucéram,luceram,LUCÉRAM,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0610,Contes,240600593,CC du Pays des Paillons,23,Nice,06440,06440,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,1264,6503,65,19.0,947,400.0,1582.0,43.884,7.361,43.901,7.353,5,Bourgs ruraux,1.0,centres locaux d'équipements et de services,Lucéramois,https://fr.wikipedia.org/wiki/fr:Lucéram,https://villedereve.fr/ville/06077-luceram
1944,06078,Malaussène,Malaussène,à Malaussène,de Malaussène,malaussene,MALAUSSÈNE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,200039931,CC Alpes d'Azur,23,Nice,06710,06710,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,324,1954,20,17.0,634,154.0,1468.0,43.927,7.13,43.915,7.141,6,Rural à habitat dispersé,0.0,communes non pôle,Malaussénois,https://fr.wikipedia.org/wiki/fr:Malaussène,https://villedereve.fr/ville/06078-malaussene
1945,06079,Mandelieu-la-Napoule,Mandelieu-la-Napoule,à Mandelieu-la-Napoule,de Mandelieu-la-Napoule,mandelieu-la-napoule,MANDELIEU-LA-NAPOULE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0613,Mandelieu-la-Napoule,200039915,CA Cannes Pays de Lérins,23,Nice,06210,"06211, 06210, 06212, 06213",09304,06029,06701,Nice,7.0,UNITE URBAINE,B,21561,3210,32,672.0,104,0.0,486.0,43.543,6.932,43.538,6.918,1,Grands centres urbains,3.0,centres structurants d'équipements et de services,Mandolociens-NapoulencsouMandolociens-Napoulois,https://fr.wikipedia.org/wiki/fr:Mandelieu-la-Napoule,https://villedereve.fr/ville/06079-mandelieu-la-napoule
1946,06080,Marie,Marie,à Marie,de Marie,marie,MARIE,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0624,Tourrette-Levens,200030195,Métropole Nice Côte d'Azur,23,Nice,06420,06420,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,105,1464,15,7.0,1054,341.0,2089.0,44.032,7.135,44.035,7.157,7,Rural à habitat très dispersé,0.0,communes non pôle,Mariols,https://fr.wikipedia.org/wiki/fr:Marie (Alpes-Maritimes),https://villedereve.fr/ville/06080-marie
1947,06081,Le Mas,Mas,au Mas,du Mas,le-mas,LE MAS,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0611,Grasse-1,200039857,CA du Pays de Grasse,23,Nice,06910,06910,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,99,3240,32,3.0,1062,440.0,1689.0,43.843,6.858,43.837,6.859,7,Rural à habitat très dispersé,0.0,communes non pôle,Massois,https://fr.wikipedia.org/wiki/fr:Le Mas,https://villedereve.fr/ville/06081-le-mas
1948,06082,Massoins,Massoins,à Massoins,de Massoins,massoins,MASSOINS,COM,commune,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0626,Vence,200039931,CC Alpes d'Azur,23,Nice,06710,06710,09315,06088,06000,,0.0,HORS UNITE URBAINE,H,115,1189,12,10.0,660,186.0,1789.0,43.943,7.126,43.948,7.124,6,Rural à habitat dispersé,0.0,communes non pôle,Massoinques,https://fr.wikipedia.org/wiki/fr:Massoins,https://villedereve.fr/ville/06082-massoins
